edge_id,source_node_id,target_node_id,relation_type,edge_status,edge_weight,confidence_score,weight_basis,reason
edge_0000015,cat::domain_specific_overlays,subcat::domain_specific_overlays::career_and_professional_identity,has_subcategory,schema_edge,0.9365,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000016,cat::domain_specific_overlays,subcat::domain_specific_overlays::professional_identity,has_subcategory,schema_edge,0.9365,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000017,cat::domain_specific_overlays,subcat::domain_specific_overlays::professional_identity_and_career,has_subcategory,schema_edge,1.1993,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000018,cat::domain_specific_overlays,subcat::domain_specific_overlays::uncategorized_candidate,has_subcategory,schema_edge,2.5,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000019,cat::life_context_and_constraints,subcat::life_context_and_constraints::commute_and_labor_force_access,has_subcategory,schema_edge,1.1675,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000020,cat::life_context_and_constraints,subcat::life_context_and_constraints::employment_work_hours_occupation_industry_and_income,has_subcategory,schema_edge,1.2797,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000021,cat::life_context_and_constraints,subcat::life_context_and_constraints::health_insurance_disability_and_functional_difficulty,has_subcategory,schema_edge,1.3635,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000022,cat::life_context_and_constraints,subcat::life_context_and_constraints::housing_tenure_quality_costs_and_material_resources,has_subcategory,schema_edge,1.4594,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000023,cat::life_context_and_constraints,subcat::life_context_and_constraints::life_context_and_constraints,has_subcategory,schema_edge,2.5,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000024,cat::life_context_and_constraints,subcat::life_context_and_constraints::migration_military_and_place_of_work,has_subcategory,schema_edge,1.0486,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000025,cat::life_context_and_constraints,subcat::life_context_and_constraints::poverty_public_assistance_and_retirement_income,has_subcategory,schema_edge,1.0486,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000026,cat::life_context_and_constraints,subcat::life_context_and_constraints::technology_and_communication_access,has_subcategory,schema_edge,1.1324,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000027,cat::narrative_identity_and_life_history,subcat::narrative_identity_and_life_history::narrative_identity_and_life_history,has_subcategory,schema_edge,1.0931,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000028,cat::narrative_identity_and_life_history,subcat::narrative_identity_and_life_history::persona_narrative_summary,has_subcategory,schema_edge,0.631,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000029,cat::narrative_identity_and_life_history,subcat::narrative_identity_and_life_history::personal_identity_and_life_narratives,has_subcategory,schema_edge,1.1993,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000030,cat::narrative_identity_and_life_history,subcat::narrative_identity_and_life_history::profile_narrative_text,has_subcategory,schema_edge,0.631,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000031,cat::personality_traits,subcat::personality_traits::bfi_2_domains,has_subcategory,schema_edge,0.9973,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000032,cat::personality_traits,subcat::personality_traits::bfi_2_facets,has_subcategory,schema_edge,1.3027,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000033,cat::personality_traits,subcat::personality_traits::big_five_personality_traits,has_subcategory,schema_edge,1.5337,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000034,cat::personality_traits,subcat::personality_traits::facet_map_personality_facets,has_subcategory,schema_edge,1.7863,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000035,cat::personality_traits,subcat::personality_traits::hexaco_domains,has_subcategory,schema_edge,0.8621,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000036,cat::personality_traits,subcat::personality_traits::hexaco_facets,has_subcategory,schema_edge,1.4303,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000037,cat::personality_traits,subcat::personality_traits::ipip_personality_items,has_subcategory,schema_edge,2.5,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000038,cat::personality_traits,subcat::personality_traits::ipip_personality_scales,has_subcategory,schema_edge,2.1694,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000039,cat::personality_traits,subcat::personality_traits::mbti_style_personality_label,has_subcategory,schema_edge,0.631,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000040,cat::personality_traits,subcat::personality_traits::personality_traits,has_subcategory,schema_edge,1.3444,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000041,cat::personality_traits,subcat::personality_traits::risk_orientation_and_sensation_seeking,has_subcategory,schema_edge,0.9365,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000042,cat::social_identity_relationships_and_community,subcat::social_identity_relationships_and_community::family_relationship_marital_status_fertility_and_caregiving,has_subcategory,schema_edge,1.1993,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000043,cat::social_identity_relationships_and_community,subcat::social_identity_relationships_and_community::social_identity_relationships_and_community,has_subcategory,schema_edge,2.1979,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000044,cat::values_goals_and_motivations,subcat::values_goals_and_motivations::personal_values_and_motivations,has_subcategory,schema_edge,1.4303,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000045,cat::values_goals_and_motivations,subcat::values_goals_and_motivations::schwartz_values,has_subcategory,schema_edge,1.1993,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000046,cat::values_goals_and_motivations,subcat::values_goals_and_motivations::self_determination_needs,has_subcategory,schema_edge,0.8621,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000047,cat::values_goals_and_motivations,subcat::values_goals_and_motivations::values_goals_and_motivations,has_subcategory,schema_edge,2.1808,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000048,cat::worldview_beliefs_and_attitudes,subcat::worldview_beliefs_and_attitudes::primal_world_beliefs,has_subcategory,schema_edge,1.3815,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000049,cat::worldview_beliefs_and_attitudes,subcat::worldview_beliefs_and_attitudes::religiosity_and_spiritual_beliefs,has_subcategory,schema_edge,2.1792,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000050,cat::worldview_beliefs_and_attitudes,subcat::worldview_beliefs_and_attitudes::risk_attitudes,has_subcategory,schema_edge,0.631,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000051,cat::worldview_beliefs_and_attitudes,subcat::worldview_beliefs_and_attitudes::social_and_institutional_trust,has_subcategory,schema_edge,1.8848,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000052,cat::worldview_beliefs_and_attitudes,subcat::worldview_beliefs_and_attitudes::sociodemographic_attitudes,has_subcategory,schema_edge,0.9365,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000053,cat::worldview_beliefs_and_attitudes,subcat::worldview_beliefs_and_attitudes::worldview_beliefs_and_attitudes,has_subcategory,schema_edge,2.5,1.0,"category-subcategory structural edge, log scaled by subcategory size",category hierarchy
edge_0000054,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__accused_of_crime__2c6fe2df69,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000055,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__agree_sports_makes_me_proud_to_be_an_american__acbfe0df87,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000056,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__alcohol_use__e73c5fdff0,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000057,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__attended_sports_event_in_lst_yr__30281c923b,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000058,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__attended_with_spouse_or_partner__c302a39343,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000059,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__big_group_vs_one_on_one__01ce1787d5,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000060,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__books_travel_writing__3783119bd1,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000061,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__brief_vs_full_detail__0eaf1b4c8c,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000062,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__can_r_give_the_name_of_a_web_browser__ccf38f89e0,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000063,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__car_trip_in_the_past_12_months__7568a6392d,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000064,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__choice_what_to_do_in_life_important_for_freedom__1e192166a6,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000065,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__competition_vs_collaboration__837952010b,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000066,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__control_r_feels_over_own_life__e4495d39a4,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000067,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cooking_frequency__d1c44c7cdf,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000068,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_american_bbq__1d4d2a6897,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000069,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_brazilian__c3e740420e,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000070,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_cajun__3f13e57a55,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000071,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_cantonese__85ea7c25a6,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000072,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_caribbean__a469da38c6,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000073,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_chinese__fc918b4ba9,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000074,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_ethiopian__d170c4dc9d,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000075,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_french__e5dcdd92d0,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000076,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_german__0de5220822,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000077,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_greek__507176b47f,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000078,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_indian__aff6fe27c5,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000079,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_italian__2a54de3d58,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000080,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_japanese__d8ee19ba27,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000081,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_korean__7404d01c2a,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000082,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_lebanese__ed587cd77c,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000083,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_mexican__49a7a7d569,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000084,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_middle_eastern__ae9623c65b,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000085,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_moroccan__c2f4b81283,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000086,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_nigerian__7d84b9b6b9,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000087,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_pakistani__46c7f10d8b,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000088,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_peruvian__afc54e0bf6,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000089,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_ramen__5e9893d11b,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000090,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_russian__08e7182429,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000091,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_scandinavian__1292d39a06,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000092,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_seafood__2379799ebe,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000093,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_sichuan__c16f70696e,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000094,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_southern_soul_food__1561078ae4,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000095,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_spanish__91aa9bef70,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000096,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_spanish_tapas__f74403ba60,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000097,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_sushi__5a3784c85d,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000098,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_thai__8b950f26dc,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000099,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_turkish__d5543ac2b7,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000100,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_vegan__88cb6dcb51,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000101,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_vegetarian__72e880f73f,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000102,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__cuisine_vietnamese__5b0d81c0b5,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000103,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__death_of_spouse_or_partner__f477883983,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000104,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__did_not_go_because_couldn_t_find_anyone_to_go_with__813922e951,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000105,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__did_not_go_because_too_dificult_to_get_there__b0c35a5ec7,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000106,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__did_not_go_since_not_of_interest__48f25b4504,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000107,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__do_you_consider_yourself_more_of_an_introvert_or_extro__87417e043a,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000108,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__do_you_prefer_to_plan_ahead_or_act_spontaneously_in_mo__425c07e632,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000109,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__do_you_tend_to_adapt_your_behavior_depending_on_who_yo__49bb6b64e2,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000110,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__does_r_have_telephone__6c5cb522a5,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000111,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__does_r_know_what_a_computer_virus_is__7c96fe7f38,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000112,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__does_r_or_spouse_hunt__1ce14cf439,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000113,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__early_vs_late_adopter__5d57087704,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000114,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__emoji_emoticon_use__4c9c6db282,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000115,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__exercise_frequency__a62b1f5395,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000116,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__film_art_house__29604eb109,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000117,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__gaming_frequency__3dadc20383,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000118,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__have_you_purchased_a_used_car_past_5_yrs__ef481b7412,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000119,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__having_serious_trouble_with_spouse__7efee661e6,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000120,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__hobby_intensity__4c68863806,contains_attribute,schema_edge,0.2413,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
edge_0000121,subcat::behavioral_patterns_and_preferences::behavioral_patterns_and_preferences,attr_behavioral_patterns_and_pref__hours_per_day_listening_to_radio__9e1abd5386,contains_attribute,schema_edge,0.2651,1.0,weak structural membership edge weighted by attribute evidence,subcategory membership
